candidate_id,years_experience,education_level,skills,experience_description,position_applied,suitable
CAND_0953,4,associate,"nodejs, adaptability, teamwork, problem solving, javascript, postgresql, html, typescript, css","Experienced web developer with 4 years working with nodejs, adaptability, teamwork",web_developer,1
CAND_0954,1,phd,"grafana, critical thinking, kubernetes, time management, terraform","Experienced devops engineer with 1 years working with grafana, critical thinking, kubernetes",devops_engineer,0
CAND_0955,2,associate,"tensorflow, critical thinking, python, sql","Experienced data scientist with 2 years working with tensorflow, critical thinking, python",data_scientist,1
CAND_0956,10,master,"communication, digital marketing, content marketing, teamwork, critical thinking, sem, analytics","Experienced digital marketer with 10 years working with communication, digital marketing, content marketing",digital_marketer,1
CAND_0957,3,associate,"critical thinking, problem solving, adobe creative suite, figma, sketch, user research","Experienced ui ux designer with 3 years working with critical thinking, problem solving, adobe creative suite",ui_ux_designer,0
CAND_0958,6,master,"communication, adaptability, bash, networking, creativity, powershell","Experienced system administrator with 6 years working with communication, adaptability, bash",system_administrator,0
CAND_0959,8,high_school,"adaptability, python, php, azure","Experienced backend developer with 8 years working with adaptability, python, php",backend_developer,0
CAND_0960,2,phd,"adaptability, python, critical thinking, sql, deep learning, numpy","Experienced data scientist with 2 years working with adaptability, python, critical thinking",data_scientist,1
CAND_0961,0,associate,"stakeholder management, communication, jira, critical thinking, project management","Experienced project manager with 0 years working with stakeholder management, communication, jira",project_manager,1
CAND_0962,7,associate,"communication, teamwork, leadership, creativity, product management, analytics, user research, roadmap planning","Experienced product manager with 7 years working with communication, teamwork, leadership",product_manager,1
CAND_0963,4,associate,"grafana, docker, prometheus, linux, problem solving, leadership","Experienced devops engineer with 4 years working with grafana, docker, prometheus",devops_engineer,1
CAND_0964,1,bachelor,"kotlin, problem solving","Experienced mobile developer with 1 years working with kotlin, problem solving",mobile_developer,0
CAND_0965,10,associate,"communication, adaptability, teamwork, graphic design, content writing, content strategy, creativity, wordpress","Experienced content creator with 10 years working with communication, adaptability, teamwork",content_creator,1
CAND_0966,8,high_school,"communication, programming, python, critical thinking, agile","Experienced software developer with 8 years working with communication, programming, python",software_developer,1
CAND_0967,3,phd,"communication, a/b testing, leadership, wireframing, product management, analytics, time management, user research, roadmap planning","Experienced product manager with 3 years working with communication, a/b testing, leadership",product_manager,1
CAND_0968,10,phd,"tableau, powerbi, creativity, sql, excel, agile","Experienced business analyst with 10 years working with tableau, powerbi, creativity",business_analyst,1
CAND_0969,1,phd,"nodejs, adaptability, go, critical thinking, leadership, azure, php","Experienced backend developer with 1 years working with nodejs, adaptability, go",backend_developer,0
CAND_0970,7,phd,"communication, adaptability, problem solving, content writing, creativity, analytics, wordpress","Experienced content creator with 7 years working with communication, adaptability, problem solving",content_creator,1
CAND_0971,2,phd,"communication, ui/ux, design, figma, adobe creative suite, sketch, time management, user research","Experienced ui ux designer with 2 years working with communication, ui/ux, design",ui_ux_designer,1
CAND_0972,0,bachelor,"communication, problem solving, creativity, analytics, roadmap planning","Experienced product manager with 0 years working with communication, problem solving, creativity",product_manager,0
CAND_0973,0,phd,"automation testing, testing, communication, security testing, adaptability, quality assurance","Experienced qa engineer with 0 years working with automation testing, testing, communication",qa_engineer,1
CAND_0974,10,associate,"communication, project management, risk management","Experienced project manager with 10 years working with communication, project management, risk management",project_manager,1
CAND_0975,7,master,"teamwork, critical thinking, process modeling, creativity, sql, excel","Experienced business analyst with 7 years working with teamwork, critical thinking, process modeling",business_analyst,1
CAND_0976,1,associate,"ui/ux, prototyping, leadership, design, creativity, sketch, time management","Experienced ui ux designer with 1 years working with ui/ux, prototyping, leadership",ui_ux_designer,1
CAND_0977,0,bachelor,"kotlin, communication, google play, react native, app store, problem solving, mobile, time management, flutter","Experienced mobile developer with 0 years working with kotlin, communication, google play",mobile_developer,1
CAND_0978,6,phd,"communication, critical thinking, sketch","Experienced ui ux designer with 6 years working with communication, critical thinking, sketch",ui_ux_designer,0
CAND_0979,7,master,"testing, creativity, programming","Experienced software developer with 7 years working with testing, creativity, programming",software_developer,1
CAND_0980,3,high_school,"communication, jira, critical thinking, pmp, project management","Experienced project manager with 3 years working with communication, jira, critical thinking",project_manager,1
CAND_0981,4,high_school,"adaptability, critical thinking, design, adobe creative suite, time management","Experienced graphic designer with 4 years working with adaptability, critical thinking, design",graphic_designer,1
CAND_0982,7,phd,"docker, prometheus, linux, critical thinking, problem solving, creativity, ansible, terraform","Experienced devops engineer with 7 years working with docker, prometheus, linux",devops_engineer,1
CAND_0983,1,phd,"ui/ux, angular, teamwork, critical thinking, figma, creativity","Experienced frontend developer with 1 years working with ui/ux, angular, teamwork",frontend_developer,0
